Date,Issue code,ISIN code,Exchange code,Issue classification,Industry code,Securities under supervision and to be delisted flag,Ex-rights flag,Open,High,Low,Close,Final quote identifier,Final quote flag,Final quote,Trading volume,Turnover value,All-day VWAP
20160901,97760,JP3321100004,01,0124,9050, , ,,,,,,,,,,
20160902,97760,JP3321100004,01,0124,9050, , ,1002,1002,1002,1002,,,,100,100200,1002
20160905,97760,JP3321100004,01,0124,9050, , ,1062,1099,1039,1039,,,,400,428000,1070
20160906,97760,JP3321100004,01,0124,9050, , ,1014,1014,1014,1014,,,,100,101400,1014
20160907,97760,JP3321100004,01,0124,9050, , ,,,,,,,,,,
20160908,97760,JP3321100004,01,0124,9050, , ,1014,1014,1014,1014,,,,1800,1825200,1014
20160909,97760,JP3321100004,01,0124,9050, , ,1002,1002,1001,1001,,,,1200,1201700,1001.4167
20160912,97760,JP3321100004,01,0124,9050, , ,994,994,994,994,,,,400,397600,994
20160913,97760,JP3321100004,01,0124,9050, , ,,,,,,,,,,
20160914,97760,JP3321100004,01,0124,9050, , ,1037,1037,1037,1037,,,,100,103700,1037
20160915,97760,JP3321100004,01,0124,9050, , ,,,,,,,,,,
20160916,97760,JP3321100004,01,0124,9050, , ,,,,,,,,,,
20160920,97760,JP3321100004,01,0124,9050, , ,1040,1040,1030,1030,,,,900,935000,1038.8889
20160921,97760,JP3321100004,01,0124,9050, , ,,,,,,,,,,
20160923,97760,JP3321100004,01,0124,9050, , ,1040,1040,1040,1040,,,,100,104000,1040
20160926,97760,JP3321100004,01,0124,9050, , ,1040,1092,1040,1092,,,,200,213200,1066
20160927,97760,JP3321100004,01,0124,9050, , ,1092,1092,1092,1092,,,,300,327600,1092
20160928,97760,JP3321100004,01,0124,9050, ,2,1100,1100,1095,1095,,,,1000,1096500,1096.5
20160929,97760,JP3321100004,01,0124,9050, , ,,,,,,,,,,
20160930,97760,JP3321100004,01,0124,9050, , ,,,,,,,,,,
20160901,97780,JP3399750003,01,0124,9050, , ,382,382,374,376,,,,4000,1507000,376.75
20160902,97780,JP3399750003,01,0124,9050, , ,376,376,375,375,,,,2000,751000,375.5
20160905,97780,JP3399750003,01,0124,9050, , ,383,383,383,383,,,,1000,383000,383
20160906,97780,JP3399750003,01,0124,9050, , ,375,377,375,377,,,,3000,1127000,375.6667
20160907,97780,JP3399750003,01,0124,9050, , ,,,,,,,,,,
20160908,97780,JP3399750003,01,0124,9050, , ,373,373,373,373,,,,1000,373000,373
20160909,97780,JP3399750003,01,0124,9050, , ,,,,,,,,,,
20160912,97780,JP3399750003,01,0124,9050, , ,,,,,,,,,,
20160913,97780,JP3399750003,01,0124,9050, , ,,,,,,,,,,
