Date,Issue code,ISIN code,Exchange code,Issue classification,Industry code,Securities under supervision and to be delisted flag,Ex-rights flag,Open,High,Low,Close,Final quote identifier,Final quote flag,Final quote,Trading volume,Turnover value,All-day VWAP
20120903,97830,JP3835620000,01,0111,9050, , ,3855,3900,3855,3855,,,,3300,12744000,3861.8182
20120904,97830,JP3835620000,01,0111,9050, , ,3855,3855,3830,3840,,,,3500,13423000,3835.1429
20120905,97830,JP3835620000,01,0111,9050, , ,3800,3880,3800,3880,,,,3200,12313000,3847.8125
20120906,97830,JP3835620000,01,0111,9050, , ,3860,3860,3790,3850,,,,2400,9146000,3810.8333
20120907,97830,JP3835620000,01,0111,9050, , ,3820,3820,3740,3760,,,,4500,16967500,3770.5556
20120910,97830,JP3835620000,01,0111,9050, , ,3740,3740,3700,3740,,,,2400,8950000,3729.1667
20120911,97830,JP3835620000,01,0111,9050, , ,3720,3730,3700,3730,,,,3300,12289500,3724.0909
20120912,97830,JP3835620000,01,0111,9050, , ,3710,3750,3655,3665,,,,2200,8133500,3697.0455
20120913,97830,JP3835620000,01,0111,9050, , ,3690,3705,3680,3680,,,,1300,4789500,3684.2308
20120914,97830,JP3835620000,01,0111,9050, , ,3660,3725,3660,3705,,,,43200,158194000,3661.8981
20120918,97830,JP3835620000,01,0111,9050, , ,3695,3700,3665,3675,,,,3500,12887500,3682.1429
20120919,97830,JP3835620000,01,0111,9050, , ,3730,3760,3725,3750,,,,3600,13472500,3742.3611
20120920,97830,JP3835620000,01,0111,9050, , ,3770,3780,3750,3750,,,,3400,12765000,3754.4118
20120921,97830,JP3835620000,01,0111,9050, , ,3760,3760,3740,3750,,,,2000,7500500,3750.25
20120924,97830,JP3835620000,01,0111,9050, , ,3750,3770,3750,3770,,,,2600,9792000,3766.1538
20120925,97830,JP3835620000,01,0111,9050, , ,3715,3780,3715,3780,,,,18200,68242000,3749.5604
20120926,97830,JP3835620000,01,0111,9050, ,2,3720,3795,3695,3795,,,,5300,19970500,3768.0189
20120927,97830,JP3835620000,01,0111,9050, , ,3740,3765,3705,3765,,,,2900,10904000,3760
20120928,97830,JP3835620000,01,0111,9050, , ,3800,3840,3745,3770,,,,5200,19687000,3785.9615
20120903,97870,JP3389700000,01,0111,9050, , ,1813,1844,1811,1823,,,,44800,81953300,1829.3147
20120904,97870,JP3389700000,01,0111,9050, , ,1824,1824,1798,1803,,,,49700,89742900,1805.6922
20120905,97870,JP3389700000,01,0111,9050, , ,1788,1790,1763,1768,,,,73300,129951800,1772.8759
20120906,97870,JP3389700000,01,0111,9050, , ,1750,1758,1740,1746,,,,81000,141502200,1746.9407
20120907,97870,JP3389700000,01,0111,9050, , ,1758,1758,1736,1738,,,,47800,83471900,1746.2741
20120910,97870,JP3389700000,01,0111,9050, , ,1733,1742,1716,1733,,,,65400,112773200,1724.3609
20120911,97870,JP3389700000,01,0111,9050, , ,1731,1773,1731,1758,,,,88600,155617900,1756.4097
20120912,97870,JP3389700000,01,0111,9050, , ,1749,1753,1731,1750,,,,63700,111023200,1742.9074
20120913,97870,JP3389700000,01,0111,9050, , ,1719,1720,1684,1698,,,,142400,241795100,1697.9993
20120914,97870,JP3389700000,01,0111,9050, , ,1715,1731,1700,1704,,,,124500,213841900,1717.6056
20120918,97870,JP3389700000,01,0111,9050, , ,1716,1745,1701,1705,,,,124300,214088700,1722.3548
20120919,97870,JP3389700000,01,0111,9050, , ,1722,1742,1716,1722,,,,85600,147995800,1728.9229
20120920,97870,JP3389700000,01,0111,9050, , ,1722,1722,1699,1699,,,,65400,111909800,1711.159
20120921,97870,JP3389700000,01,0111,9050, , ,1699,1735,1696,1722,,,,49600,85432100,1722.4214
20120924,97870,JP3389700000,01,0111,9050, , ,1714,1733,1680,1689,,,,123900,210608500,1699.8265
20120925,97870,JP3389700000,01,0111,9050, , ,1698,1726,1689,1705,,,,130100,222273600,1708.4827
20120926,97870,JP3389700000,01,0111,9050, , ,1717,1765,1715,1762,,,,119600,209466500,1751.3921
20120927,97870,JP3389700000,01,0111,9050, , ,1787,1787,1759,1766,,,,63600,112582100,1770.1588
20120928,97870,JP3389700000,01,0111,9050, , ,1765,1765,1712,1721,,,,76700,132798800,1731.4055
20120903,97880,JP3651020004,01,0111,9050, , ,1886,1889,1862,1862,,,,13300,24945600,1875.609
20120904,97880,JP3651020004,01,0111,9050, , ,1870,1871,1810,1850,,,,10900,20216600,1854.7339
20120905,97880,JP3651020004,01,0111,9050, , ,1840,1856,1801,1804,,,,12800,23290700,1819.5859
20120906,97880,JP3651020004,01,0111,9050, , ,1800,1833,1775,1826,,,,13800,24925000,1806.1594
20120907,97880,JP3651020004,01,0111,9050, , ,1827,1895,1803,1880,,,,8400,15605500,1857.7976
20120910,97880,JP3651020004,01,0111,9050, , ,1880,1894,1845,1894,,,,8900,16687100,1874.9551
20120911,97880,JP3651020004,01,0111,9050, , ,1889,1889,1865,1880,,,,3200,6019900,1881.2188
20120912,97880,JP3651020004,01,0111,9050, , ,1885,1898,1822,1869,,,,6200,11613400,1873.129
20120913,97880,JP3651020004,01,0111,9050, , ,1869,1880,1851,1872,,,,5000,9324400,1864.88
20120914,97880,JP3651020004,01,0111,9050, , ,1880,1882,1870,1875,,,,9200,17274500,1877.663
20120918,97880,JP3651020004,01,0111,9050, , ,1875,1880,1870,1880,,,,8200,15371200,1874.5366
20120919,97880,JP3651020004,01,0111,9050, , ,1880,1889,1875,1881,,,,4000,7526900,1881.725
20120920,97880,JP3651020004,01,0111,9050, , ,1883,1890,1881,1885,,,,6600,12431200,1883.5152
