Date,Issue code,ISIN code,Exchange code,Issue classification,Industry code,Securities under supervision and to be delisted flag,Ex-rights flag,Open,High,Low,Close,Final quote identifier,Final quote flag,Final quote,Trading volume,Turnover value,All-day VWAP
20130301,97830,JP3835620000,01,0111,9050, , ,3825,3850,3775,3775,,,,8000,30398500,3799.8125
20130304,97830,JP3835620000,01,0111,9050, , ,3815,3855,3805,3840,,,,3600,13807500,3835.4167
20130305,97830,JP3835620000,01,0111,9050, , ,3850,3855,3845,3845,,,,2700,10385500,3846.4815
20130306,97830,JP3835620000,01,0111,9050, , ,3845,3845,3815,3830,,,,6300,24149000,3833.1746
20130307,97830,JP3835620000,01,0111,9050, , ,3815,3820,3755,3765,,,,22000,83247500,3783.9773
20130308,97830,JP3835620000,01,0111,9050, , ,3740,3800,3740,3785,,,,155200,580885000,3742.8157
20130311,97830,JP3835620000,01,0111,9050, , ,3785,3820,3785,3795,,,,16900,64134000,3794.9112
20130312,97830,JP3835620000,01,0111,9050, , ,3810,3845,3785,3835,,,,18300,70088000,3829.9454
20130313,97830,JP3835620000,01,0111,9050, , ,3865,3895,3830,3835,,,,12700,48873000,3848.2677
20130314,97830,JP3835620000,01,0111,9050, , ,3830,3830,3790,3800,,,,8200,31177000,3802.0732
20130315,97830,JP3835620000,01,0111,9050, , ,3830,3890,3830,3865,,,,15500,59903500,3864.7419
20130318,97830,JP3835620000,01,0111,9050, , ,3850,3870,3800,3850,,,,9000,34671500,3852.3889
20130319,97830,JP3835620000,01,0111,9050, , ,3885,3970,3885,3950,,,,16800,66138000,3936.7857
20130321,97830,JP3835620000,01,0111,9050, , ,3995,4080,3985,3995,,,,22600,90541500,4006.2611
20130322,97830,JP3835620000,01,0111,9050, , ,4000,4035,3975,3990,,,,23600,94275000,3994.7034
20130325,97830,JP3835620000,01,0111,9050, , ,3995,4050,3980,4035,,,,23500,94527500,4022.4468
20130326,97830,JP3835620000,01,0111,9050, , ,4105,4105,4005,4035,,,,20900,84464500,4041.3636
20130327,97830,JP3835620000,01,0111,9050, ,2,4005,4020,3975,4015,,,,14700,58876000,4005.1701
20130328,97830,JP3835620000,01,0111,9050, , ,4035,4040,3980,3985,,,,9800,39266000,4006.7347
20130329,97830,JP3835620000,01,0111,9050, , ,4005,4015,3945,4015,,,,19400,77621000,4001.0825
20130301,97870,JP3389700000,01,0111,9050, , ,1646,1681,1645,1676,,,,172500,287521400,1666.7907
20130304,97870,JP3389700000,01,0111,9050, , ,1685,1685,1675,1679,,,,100300,168542600,1680.3848
20130305,97870,JP3389700000,01,0111,9050, , ,1688,1700,1680,1690,,,,152400,257417400,1689.0906
20130306,97870,JP3389700000,01,0111,9050, , ,1699,1720,1698,1720,,,,197300,338017100,1713.2139
20130307,97870,JP3389700000,01,0111,9050, , ,1720,1732,1704,1732,,,,173700,299204900,1722.5383
20130308,97870,JP3389700000,01,0111,9050, , ,1745,1803,1730,1800,,,,364600,644756700,1768.3947
20130311,97870,JP3389700000,01,0111,9050, , ,1819,1877,1808,1863,,,,247700,458708500,1851.8712
20130312,97870,JP3389700000,01,0111,9050, , ,1882,1928,1882,1909,,,,279200,532192000,1906.1318
20130313,97870,JP3389700000,01,0111,9050, , ,1880,1919,1875,1913,,,,163600,310862700,1900.1388
20130314,97870,JP3389700000,01,0111,9050, , ,1906,1947,1906,1944,,,,147200,284337700,1931.642
20130315,97870,JP3389700000,01,0111,9050, , ,1948,1971,1945,1957,,,,91700,179431900,1956.7274
20130318,97870,JP3389700000,01,0111,9050, , ,1936,1972,1910,1949,,,,106600,208205800,1953.1501
20130319,97870,JP3389700000,01,0111,9050, , ,1970,2019,1968,2017,,,,143000,285945800,1999.621
20130321,97870,JP3389700000,01,0111,9050, , ,2017,2035,1991,2013,,,,141600,284723600,2010.7599
20130322,97870,JP3389700000,01,0111,9050, , ,1969,1991,1944,1944,,,,213600,420431100,1968.3104
20130325,97870,JP3389700000,01,0111,9050, , ,1944,1988,1944,1970,,,,93400,184054700,1970.6071
20130326,97870,JP3389700000,01,0111,9050, , ,1972,1998,1966,1997,,,,68500,135933600,1984.4321
20130327,97870,JP3389700000,01,0111,9050, , ,1982,2061,1982,2010,,,,146800,296753400,2021.4809
20130328,97870,JP3389700000,01,0111,9050, , ,2000,2084,2000,2078,,,,313300,638518700,2038.0425
20130329,97870,JP3389700000,01,0111,9050, , ,2050,2063,2010,2040,,,,187500,381657300,2035.5056
20130301,97880,JP3651020004,01,0111,9050, , ,2570,2644,2570,2631,,,,13100,34139200,2606.0458
20130304,97880,JP3651020004,01,0111,9050, , ,2655,2739,2640,2726,,,,22400,60516000,2701.6071
20130305,97880,JP3651020004,01,0111,9050, , ,2740,2797,2739,2766,,,,30900,85530800,2767.9871
20130306,97880,JP3651020004,01,0111,9050, , ,2780,2849,2777,2848,,,,39800,111714700,2806.902
20130307,97880,JP3651020004,01,0111,9050, , ,2870,2870,2773,2802,,,,28800,81532300,2830.9826
20130308,97880,JP3651020004,01,0111,9050, , ,2850,2857,2821,2844,,,,29100,82749200,2843.6151
20130311,97880,JP3651020004,01,0111,9050, , ,2835,2890,2823,2862,,,,20600,58713900,2850.1893
20130312,97880,JP3651020004,01,0111,9050, , ,2869,2869,2813,2825,,,,15800,44873800,2840.1139
20130313,97880,JP3651020004,01,0111,9050, , ,2801,2840,2800,2816,,,,13700,38578000,2815.9124
20130314,97880,JP3651020004,01,0111,9050, , ,2815,2848,2799,2825,,,,27700,78268100,2825.5632
20130315,97880,JP3651020004,01,0111,9050, , ,2808,2869,2808,2866,,,,24100,68399700,2838.1618
20130318,97880,JP3651020004,01,0111,9050, , ,2872,2960,2860,2912,,,,54100,157844400,2917.6414
20130319,97880,JP3651020004,01,0111,9050, , ,2940,2980,2940,2973,,,,39200,116237200,2965.2347
20130321,97880,JP3651020004,01,0111,9050, , ,2973,2989,2910,2967,,,,35900,106695700,2972.0251
20130322,97880,JP3651020004,01,0111,9050, , ,2960,2998,2930,2951,,,,26500,78446800,2960.2566
20130325,97880,JP3651020004,01,0111,9050, , ,2970,3050,2967,3030,,,,46700,140522400,3009.045
20130326,97880,JP3651020004,01,0111,9050, , ,3020,3040,3000,3015,,,,43700,131623000,3011.968
20130327,97880,JP3651020004,01,0111,9050, ,4,1500,1542,1489,1495,,,,61700,93255100,1511.4279
20130328,97880,JP3651020004,01,0111,9050, , ,1518,1533,1508,1526,,,,33200,50453600,1519.6867
20130329,97880,JP3651020004,01,0111,9050, , ,1506,1524,1500,1515,,,,42200,63767600,1511.0806
20130301,97900,JP3803800006,01,0111,5250, , ,650,659,650,658,,,,9200,6013400,653.6304
20130304,97900,JP3803800006,01,0111,5250, , ,658,700,653,685,,,,18800,12527000,666.3298
20130305,97900,JP3803800006,01,0111,5250, , ,698,715,697,711,,,,14100,9946200,705.4043
20130306,97900,JP3803800006,01,0111,5250, , ,720,730,711,728,,,,22800,16476700,722.6623
20130307,97900,JP3803800006,01,0111,5250, , ,733,735,717,721,,,,15200,11088300,729.4934
20130308,97900,JP3803800006,01,0111,5250, , ,720,733,714,725,,,,15900,11522200,724.6667
20130311,97900,JP3803800006,01,0111,5250, , ,726,746,726,743,,,,16100,11838300,735.2981
20130312,97900,JP3803800006,01,0111,5250, , ,741,743,715,718,,,,12500,9119200,729.536
20130313,97900,JP3803800006,01,0111,5250, , ,720,744,720,732,,,,17900,13193100,737.0447
20130314,97900,JP3803800006,01,0111,5250, , ,732,746,732,740,,,,5600,4158900,742.6607
20130315,97900,JP3803800006,01,0111,5250, , ,727,745,725,727,,,,10300,7549900,733
20130318,97900,JP3803800006,01,0111,5250, , ,729,737,716,728,,,,8500,6145300,722.9765
20130319,97900,JP3803800006,01,0111,5250, , ,730,730,716,717,,,,7200,5180900,719.5694
20130321,97900,JP3803800006,01,0111,5250, , ,720,722,717,719,,,,12700,9133000,719.1339
20130322,97900,JP3803800006,01,0111,5250, , ,723,724,704,705,,,,13600,9739900,716.1691
20130325,97900,JP3803800006,01,0111,5250, , ,710,722,706,715,,,,11800,8454400,716.4746
20130326,97900,JP3803800006,01,0111,5250, , ,721,721,712,712,,,,3900,2794800,716.6154
20130327,97900,JP3803800006,01,0111,5250, ,2,684,695,678,685,,,,15300,10486300,685.3791
20130328,97900,JP3803800006,01,0111,5250, , ,684,684,671,679,,,,9800,6633000,676.8367
20130329,97900,JP3803800006,01,0111,5250, , ,679,680,662,662,,,,3900,2611700,669.6667
20130301,97910,JP3800000006,01,0112,9050, , ,618,624,612,618,,,,2200,1359600,618
20130304,97910,JP3800000006,01,0112,9050, , ,620,636,620,634,,,,27300,17273200,632.7179
20130305,97910,JP3800000006,01,0112,9050, , ,634,634,624,627,,,,5700,3592700,630.2982
20130306,97910,JP3800000006,01,0112,9050, , ,630,641,630,641,,,,10900,6941400,636.8257
20130307,97910,JP3800000006,01,0112,9050, , ,642,650,642,649,,,,6300,4074100,646.6825
20130308,97910,JP3800000006,01,0112,9050, , ,650,654,644,654,,,,6700,4346800,648.7761
20130311,97910,JP3800000006,01,0112,9050, , ,655,660,650,651,,,,8700,5706600,655.931
20130312,97910,JP3800000006,01,0112,9050, , ,650,650,641,641,,,,4200,2725300,648.881
20130313,97910,JP3800000006,01,0112,9050, , ,640,641,640,641,,,,400,256100,640.25
20130314,97910,JP3800000006,01,0112,9050, , ,641,650,638,650,,,,3700,2388700,645.5946
20130315,97910,JP3800000006,01,0112,9050, , ,650,669,648,669,,,,5100,3368100,660.4118
20130318,97910,JP3800000006,01,0112,9050, , ,669,674,656,665,,,,10100,6703000,663.6634
20130319,97910,JP3800000006,01,0112,9050, , ,667,668,656,668,,,,7400,4885400,660.1892
20130321,97910,JP3800000006,01,0112,9050, , ,669,669,663,665,,,,12600,8380800,665.1429
20130322,97910,JP3800000006,01,0112,9050, , ,662,666,662,665,,,,5800,3853900,664.4655
20130325,97910,JP3800000006,01,0112,9050, , ,667,669,656,669,,,,12900,8563700,663.8527
20130326,97910,JP3800000006,01,0112,9050, , ,659,671,657,657,,,,2800,1855600,662.7143
20130327,97910,JP3800000006,01,0112,9050, ,2,660,660,655,656,,,,3900,2565800,657.8974
20130328,97910,JP3800000006,01,0112,9050, , ,657,657,620,640,,,,10600,6790500,640.6132
20130329,97910,JP3800000006,01,0112,9050, , ,635,644,633,643,,,,4700,2991500,636.4894
20130301,97920,JP3660900006,01,0111,9050, , ,884,896,879,886,,,,247100,219659000,888.9478
20130304,97920,JP3660900006,01,0111,9050, , ,894,903,886,893,,,,226700,203044900,895.6546
20130305,97920,JP3660900006,01,0111,9050, , ,899,910,882,890,,,,326400,292831300,897.1547
20130306,97920,JP3660900006,01,0111,9050, , ,905,915,898,906,,,,351900,318925100,906.2947
