Date,Issue code,ISIN code,Exchange code,Issue classification,Industry code,Securities under supervision and to be delisted flag,Ex-rights flag,Open,High,Low,Close,Final quote identifier,Final quote flag,Final quote,Trading volume,Turnover value,All-day VWAP
20130501,97830,JP3835620000,01,0111,9050, , ,4290,4300,4220,4220,,,,13300,56513000,4249.0977
20130502,97830,JP3835620000,01,0111,9050, , ,3990,3990,3810,3880,,,,141400,547955000,3875.2122
20130507,97830,JP3835620000,01,0111,9050, , ,3950,3950,3855,3870,,,,70900,275368500,3883.8999
20130508,97830,JP3835620000,01,0111,9050, , ,3850,3850,3780,3795,,,,134400,511250000,3803.9435
20130509,97830,JP3835620000,01,0111,9050, , ,3785,3875,3770,3820,,,,26900,102203500,3799.3866
20130510,97830,JP3835620000,01,0111,9050, , ,3890,3900,3815,3835,,,,44200,170237000,3851.5158
20130513,97830,JP3835620000,01,0111,9050, , ,3845,3850,3815,3815,,,,18800,71918500,3825.4521
20130514,97830,JP3835620000,01,0111,9050, , ,3820,3860,3810,3835,,,,16800,64514500,3840.1488
20130515,97830,JP3835620000,01,0111,9050, , ,3860,3865,3835,3860,,,,24500,94468000,3855.8367
20130516,97830,JP3835620000,01,0111,9050, , ,3865,3865,3790,3810,,,,26900,102532500,3811.6171
20130517,97830,JP3835620000,01,0111,9050, , ,3840,3885,3830,3840,,,,16100,61963000,3848.6335
20130520,97830,JP3835620000,01,0111,9050, , ,3880,3880,3815,3815,,,,15000,57515000,3834.3333
20130521,97830,JP3835620000,01,0111,9050, , ,3810,3845,3800,3840,,,,13200,50458500,3822.6136
20130522,97830,JP3835620000,01,0111,9050, , ,3845,3860,3825,3825,,,,16700,64152000,3841.4371
20130523,97830,JP3835620000,01,0111,9050, , ,3810,3835,3695,3695,,,,32100,120583000,3756.4798
20130524,97830,JP3835620000,01,0111,9050, , ,3700,3750,3670,3720,,,,35200,130755500,3714.6449
20130527,97830,JP3835620000,01,0111,9050, , ,3705,3730,3695,3705,,,,12200,45249500,3708.9754
20130528,97830,JP3835620000,01,0111,9050, , ,3710,3725,3695,3700,,,,19700,73031000,3707.1574
20130529,97830,JP3835620000,01,0111,9050, , ,3730,3750,3700,3715,,,,21400,79718500,3725.1636
20130530,97830,JP3835620000,01,0111,9050, , ,3700,3720,3675,3690,,,,23100,85401000,3697.013
20130531,97830,JP3835620000,01,0111,9050, , ,3725,3735,3690,3695,,,,17600,65174000,3703.0682
20130501,97870,JP3389700000,01,0111,9050, , ,2048,2106,2030,2090,,,,162300,338508600,2085.6969
20130502,97870,JP3389700000,01,0111,9050, , ,2087,2087,2031,2048,,,,124100,253855400,2045.5713
20130507,97870,JP3389700000,01,0111,9050, , ,2055,2105,2055,2089,,,,113200,236415000,2088.4717
20130508,97870,JP3389700000,01,0111,9050, , ,2080,2106,2059,2092,,,,112400,235066600,2091.3399
20130509,97870,JP3389700000,01,0111,9050, , ,2099,2107,2068,2084,,,,143900,300985400,2091.6289
20130510,97870,JP3389700000,01,0111,9050, , ,2089,2121,2085,2117,,,,192700,405793100,2105.8282
20130513,97870,JP3389700000,01,0111,9050, , ,2130,2148,2107,2145,,,,170200,362661800,2130.7979
