Date,Issue code,ISIN code,Exchange code,Issue classification,Industry code,Securities under supervision and to be delisted flag,Ex-rights flag,Open,High,Low,Close,Final quote identifier,Final quote flag,Final quote,Trading volume,Turnover value,All-day VWAP
20130603,97830,JP3835620000,01,0111,9050, , ,3680,3680,3610,3615,,,,19800,72016500,3637.197
20130604,97830,JP3835620000,01,0111,9050, , ,3600,3660,3590,3600,,,,21400,77066500,3601.2383
20130605,97830,JP3835620000,01,0111,9050, , ,3600,3660,3585,3585,,,,15400,55612000,3611.1688
20130606,97830,JP3835620000,01,0111,9050, , ,3570,3570,3480,3490,,,,17800,62663000,3520.3933
20130607,97830,JP3835620000,01,0111,9050, , ,3440,3545,3440,3505,,,,18000,62970000,3498.3333
20130610,97830,JP3835620000,01,0111,9050, , ,3530,3585,3510,3565,,,,16200,57756500,3565.216
20130611,97830,JP3835620000,01,0111,9050, , ,3520,3605,3520,3565,,,,14500,51799000,3572.3448
20130612,97830,JP3835620000,01,0111,9050, , ,3570,3640,3570,3615,,,,20400,73551500,3605.4657
20130613,97830,JP3835620000,01,0111,9050, , ,3625,3655,3535,3535,,,,17700,63453000,3584.9153
20130614,97830,JP3835620000,01,0111,9050, , ,3560,3605,3505,3505,,,,173800,617609500,3553.5644
20130617,97830,JP3835620000,01,0111,9050, , ,3490,3560,3490,3555,,,,11200,39728500,3547.1875
20130618,97830,JP3835620000,01,0111,9050, , ,3545,3565,3500,3510,,,,12400,43564500,3513.2661
20130619,97830,JP3835620000,01,0111,9050, , ,3565,3650,3565,3650,,,,7400,26744500,3614.1216
20130620,97830,JP3835620000,01,0111,9050, , ,3625,3655,3595,3595,,,,10200,36749500,3602.8922
20130621,97830,JP3835620000,01,0111,9050, , ,3525,3660,3525,3635,,,,17300,62614500,3619.3353
20130624,97830,JP3835620000,01,0111,9050, , ,3665,3665,3625,3640,,,,2800,10204500,3644.4643
20130625,97830,JP3835620000,01,0111,9050, , ,3665,3665,3600,3615,,,,6600,23889500,3619.6212
20130626,97830,JP3835620000,01,0111,9050, , ,3630,3645,3555,3580,,,,6700,24035000,3587.3134
20130627,97830,JP3835620000,01,0111,9050, , ,3580,3580,3500,3555,,,,12600,44686500,3546.5476
20130628,97830,JP3835620000,01,0111,9050, , ,3525,3545,3505,3530,,,,23700,83528000,3524.3882
20130603,97870,JP3389700000,01,0111,9050, , ,1838,1854,1800,1801,,,,220900,402102500,1820.292
20130604,97870,JP3389700000,01,0111,9050, , ,1781,1782,1730,1755,,,,277900,486441000,1750.4174
20130605,97870,JP3389700000,01,0111,9050, , ,1761,1782,1738,1739,,,,205400,361914900,1762.0005
20130606,97870,JP3389700000,01,0111,9050, , ,1715,1729,1679,1683,,,,221200,376286800,1701.1157
20130607,97870,JP3389700000,01,0111,9050, , ,1675,1708,1660,1688,,,,168600,282920400,1678.0569
20130610,97870,JP3389700000,01,0111,9050, , ,1738,1755,1712,1733,,,,152300,263673300,1731.2758
20130611,97870,JP3389700000,01,0111,9050, , ,1734,1765,1719,1722,,,,119300,206616900,1731.9103
20130612,97870,JP3389700000,01,0111,9050, , ,1704,1727,1693,1716,,,,89500,152648100,1705.5654
20130613,97870,JP3389700000,01,0111,9050, , ,1698,1704,1675,1684,,,,100000,168873100,1688.731
20130614,97870,JP3389700000,01,0111,9050, , ,1690,1716,1674,1677,,,,139000,234646100,1688.1014
20130617,97870,JP3389700000,01,0111,9050, , ,1685,1729,1677,1723,,,,157600,269567100,1710.4511
20130618,97870,JP3389700000,01,0111,9050, , ,1722,1746,1721,1730,,,,200900,347707200,1730.7476
20130619,97870,JP3389700000,01,0111,9050, , ,1753,1776,1751,1774,,,,128500,226320900,1761.2521
20130620,97870,JP3389700000,01,0111,9050, , ,1775,1780,1729,1757,,,,195600,343467800,1755.9703
20130621,97870,JP3389700000,01,0111,9050, , ,1735,1782,1723,1781,,,,138100,243138700,1760.5988
20130624,97870,JP3389700000,01,0111,9050, , ,1791,1795,1742,1752,,,,115000,202388800,1759.9026
20130625,97870,JP3389700000,01,0111,9050, , ,1752,1761,1685,1701,,,,213900,365727000,1709.8036
20130626,97870,JP3389700000,01,0111,9050, , ,1710,1719,1684,1701,,,,97400,165673100,1700.9559
20130627,97870,JP3389700000,01,0111,9050, , ,1698,1734,1690,1734,,,,66900,114664200,1713.9641
20130628,97870,JP3389700000,01,0111,9050, , ,1754,1802,1750,1799,,,,140400,250530900,1784.4081
20130603,97880,JP3651020004,01,0111,9050, , ,1926,1952,1833,1842,,,,88200,167514500,1899.2574
20130604,97880,JP3651020004,01,0111,9050, , ,1802,1949,1802,1942,,,,82100,153037300,1864.0353
20130605,97880,JP3651020004,01,0111,9050, , ,1923,2014,1901,1914,,,,91100,179470400,1970.0373
20130606,97880,JP3651020004,01,0111,9050, , ,1851,1870,1751,1766,,,,79900,144863400,1813.0588
20130607,97880,JP3651020004,01,0111,9050, , ,1720,1755,1665,1717,,,,79500,135248400,1701.2377
20130610,97880,JP3651020004,01,0111,9050, , ,1837,1876,1784,1829,,,,79400,144476700,1819.6058
20130611,97880,JP3651020004,01,0111,9050, , ,1811,1977,1811,1897,,,,129900,246111100,1894.6197
20130612,97880,JP3651020004,01,0111,9050, , ,1821,1874,1793,1860,,,,51400,93917100,1827.1809
20130613,97880,JP3651020004,01,0111,9050, , ,1804,1813,1739,1744,,,,83000,147788000,1780.5783
20130614,97880,JP3651020004,01,0111,9050, , ,1785,1825,1733,1742,,,,115500,204430200,1769.9584
20130617,97880,JP3651020004,01,0111,9050, , ,1761,1781,1722,1733,,,,79700,138781000,1741.2923
20130618,97880,JP3651020004,01,0111,9050, , ,1737,1776,1720,1731,,,,48100,83776400,1741.7131
20130619,97880,JP3651020004,01,0111,9050, , ,1758,1766,1701,1706,,,,67200,115649000,1720.9673
20130620,97880,JP3651020004,01,0111,9050, , ,1707,1707,1610,1629,,,,121800,200154800,1643.3071
20130621,97880,JP3651020004,01,0111,9050, , ,1600,1649,1574,1648,,,,88400,142510700,1612.112
20130624,97880,JP3651020004,01,0111,9050, , ,1700,1702,1657,1663,,,,63800,107624100,1686.8981
